time1,angle1,time2,angle2,Time (s) Run #3,"Angle, Ch P1 (rad) Run #3",Time (s) Run #4,"Angle, Ch P1 (rad) Run #4",Time (s) Run #5,"Angle, Ch P1 (rad) Run #5",Time (s) Run #7,"Angle, Ch P1 (rad) Run #7",Time (s) 0.2,"Angle, Ch P1 (rad) 0.2",Time (s) 0.3,"Angle, Ch P1 (rad) 0.3",Time (s) 0.35,"Angle, Ch P1 (rad) 0.35",Time (s) 0.4,"Angle, Ch P1 (rad) 0.4",Time (s) 0.45,"Angle, Ch P1 (rad) 0.45",Time (s) 0.5,"Angle, Ch P1 (rad) 0.5",Time (s) 0.55,"Angle, Ch P1 (rad) 0.55",Time (s) 0,"Angle, Ch P1 (rad) 0",Time (s) 0.2,"Angle, Ch P1 (rad) 0.2",Time (s) 0.54,"Angle, Ch P1 (rad) 0.54",Time (s) 0.56,"Angle, Ch P1 (rad) 0.56",Time (s) 0.53,"Angle, Ch P1 (rad) 0.53",Time (s) 0.51,"Angle, Ch P1 (rad) 0.51",Time (s) 0.08,"Angle, Ch P1 (rad) 0.08",Time (s) 0.1,"Angle, Ch P1 (rad) 0.1",Time (s) 0.04,"Angle, Ch P1 (rad) 0.04"
5.35,-0.039269938,5.35,0.185354105,5.35,0.089535458,5.35,0.048694723,5.35,-0.028274355,5.35,-0.034557545,5.35,0.003141595,5.35,0.120951408,5.35,-0.240332018,5.35,0.04398233,5.35,0.08796466,5.35,-0.004712393,5.35,-0.067544293,5.35,-0.120951408,5.35,0.103672635,5.35,-0.015707975,5.35,-0.054977913,5.35,0.028274355,5.35,-0.06911509,5.35,0.103672635,5.35,-0.199491283,5.35,-0.268606373
5.36,-0.036128343,5.36,0.183783308,5.36,0.089535458,5.36,0.045553128,5.36,-0.02513276,5.36,-0.03141595,5.36,0.004712393,5.36,0.11938061,5.36,-0.23876122,5.36,0.047123925,5.36,0.083252268,5.36,-0.003141595,5.36,-0.0628319,5.36,-0.11938061,5.36,0.102101838,5.36,-0.014137178,5.36,-0.05026552,5.36,0.028274355,5.36,-0.064402698,5.36,0.105243433,5.36,-0.19477889,5.36,-0.268606373
5.37,-0.032986748,5.37,0.180641713,5.37,0.089535458,5.37,0.040840735,5.37,-0.021991165,5.37,-0.029845153,5.37,0.004712393,5.37,0.11938061,5.37,-0.235619625,5.37,0.05026552,5.37,0.076969078,5.37,-0.001570798,5.37,-0.058119508,5.37,-0.117809813,5.37,0.098960243,5.37,-0.010995583,5.37,-0.047123925,5.37,0.028274355,5.37,-0.058119508,5.37,0.105243433,5.37,-0.191637295,5.37,-0.267035575
5.38,-0.028274355,5.38,0.177500118,5.38,0.08796466,5.38,0.036128343,5.38,-0.01884957,5.38,-0.026703558,5.38,0.00628319,5.38,0.117809813,5.38,-0.234048828,5.38,0.051836318,5.38,0.072256685,5.38,4.77E-18,5.38,-0.053407115,5.38,-0.116239015,5.38,0.095818648,5.38,-0.009424785,5.38,-0.042411533,5.38,0.026703558,5.38,-0.051836318,5.38,0.10681423,5.38,-0.186924903,5.38,-0.265464778
5.39,-0.02513276,5.39,0.174358523,5.39,0.08796466,5.39,0.032986748,5.39,-0.015707975,5.39,-0.023561963,5.39,0.007853988,5.39,0.116239015,5.39,-0.230907233,5.39,0.054977913,5.39,0.065973495,5.39,4.77E-18,5.39,-0.048694723,5.39,-0.114668218,5.39,0.092677053,5.39,-0.007853988,5.39,-0.03769914,5.39,0.026703558,5.39,-0.047123925,5.39,0.108385028,5.39,-0.183783308,5.39,-0.26389398
5.4,-0.021991165,5.4,0.171216928,5.4,0.086393863,5.4,0.028274355,5.4,-0.01256638,5.4,-0.020420368,5.4,0.010995583,5.4,0.114668218,5.4,-0.227765638,5.4,0.05654871,5.4,0.061261103,5.4,0.001570798,5.4,-0.04398233,5.4,-0.11309742,5.4,0.091106255,5.4,-0.00628319,5.4,-0.034557545,5.4,0.02513276,5.4,-0.040840735,5.4,0.108385028,5.4,-0.179070915,5.4,-0.262323183
5.41,-0.01884957,5.41,0.168075333,5.41,0.086393863,5.41,0.02513276,5.41,-0.010995583,5.41,-0.017278773,5.41,0.01256638,5.41,0.11309742,5.41,-0.224624043,5.41,0.058119508,5.41,0.054977913,5.41,0.001570798,5.41,-0.040840735,5.41,-0.111526623,5.41,0.08796466,5.41,-0.004712393,5.41,-0.03141595,5.41,0.023561963,5.41,-0.034557545,5.41,0.109955825,5.41,-0.17592932,5.41,-0.259181588
5.42,-0.014137178,5.42,0.164933738,5.42,0.084823065,5.42,0.021991165,5.42,-0.007853988,5.42,-0.014137178,5.42,0.015707975,5.42,0.111526623,5.42,-0.221482448,5.42,0.059690305,5.42,0.05026552,5.42,0.001570798,5.42,-0.036128343,5.42,-0.109955825,5.42,0.084823065,5.42,-0.003141595,5.42,-0.026703558,5.42,0.020420368,5.42,-0.028274355,5.42,0.109955825,5.42,-0.171216928,5.42,-0.25761079
5.43,-0.010995583,5.43,0.160221345,5.43,0.084823065,5.43,0.017278773,5.43,-0.00628319,5.43,-0.010995583,5.43,0.017278773,5.43,0.109955825,5.43,-0.216770055,5.43,0.061261103,5.43,0.045553128,5.43,0.001570798,5.43,-0.032986748,5.43,-0.10681423,5.43,0.08168147,5.43,-0.001570798,5.43,-0.023561963,5.43,0.01884957,5.43,-0.021991165,5.43,0.109955825,5.43,-0.166504535,5.43,-0.254469195
5.44,-0.007853988,5.44,0.15707975,5.44,0.083252268,5.44,0.014137178,5.44,-0.004712393,5.44,-0.00628319,5.44,0.020420368,5.44,0.10681423,5.44,-0.212057663,5.44,0.061261103,5.44,0.040840735,5.44,4.77E-18,5.44,-0.028274355,5.44,-0.105243433,5.44,0.078539875,5.44,-0.001570798,5.44,-0.020420368,5.44,0.015707975,5.44,-0.014137178,5.44,0.109955825,5.44,-0.161792143,5.44,-0.252898398
5.45,-0.004712393,5.45,0.153938155,5.45,0.08168147,5.45,0.010995583,5.45,-0.003141595,5.45,-0.003141595,5.45,0.023561963,5.45,0.105243433,5.45,-0.208916068,5.45,0.061261103,5.45,0.034557545,5.45,-0.001570798,5.45,-0.02513276,5.45,-0.103672635,5.45,0.07539828,5.45,-0.001570798,5.45,-0.017278773,5.45,0.01256638,5.45,-0.007853988,5.45,0.109955825,5.45,-0.15707975,5.45,-0.249756803
5.46,4.34E-18,5.46,0.149225763,5.46,0.080110673,5.46,0.007853988,5.46,-0.001570798,5.46,0.001570798,5.46,0.026703558,5.46,0.102101838,5.46,-0.204203675,5.46,0.0628319,5.46,0.029845153,5.46,-0.003141595,5.46,-0.021991165,5.46,-0.10053104,5.46,0.072256685,5.46,6.51E-18,5.46,-0.015707975,5.46,0.009424785,5.46,-0.001570798,5.46,0.109955825,5.46,-0.152367358,5.46,-0.246615208
5.47,0.003141595,5.47,0.146084168,5.47,0.078539875,5.47,0.004712393,5.47,-3.51E-17,5.47,0.00628319,5.47,0.029845153,5.47,0.098960243,5.47,-0.197920485,5.47,0.0628319,5.47,0.026703558,5.47,-0.004712393,5.47,-0.01884957,5.47,-0.098960243,5.47,0.06911509,5.47,6.51E-18,5.47,-0.01256638,5.47,0.00628319,5.47,0.004712393,5.47,0.109955825,5.47,-0.147654965,5.47,-0.243473613
5.48,0.00628319,5.48,0.141371775,5.48,0.076969078,5.48,0.003141595,5.48,-3.51E-17,5.48,0.010995583,5.48,0.032986748,5.48,0.095818648,5.48,-0.193208093,5.48,0.0628319,5.48,0.021991165,5.48,-0.00628319,5.48,-0.015707975,5.48,-0.095818648,5.48,0.065973495,5.48,-0.001570798,5.48,-0.010995583,5.48,0.001570798,5.48,0.010995583,5.48,0.109955825,5.48,-0.142942573,5.48,-0.240332018
5.49,0.009424785,5.49,0.13823018,5.49,0.07539828,5.49,-1.17E-17,5.49,-3.51E-17,5.49,0.015707975,5.49,0.036128343,5.49,0.092677053,5.49,-0.1884957,5.49,0.061261103,5.49,0.017278773,5.49,-0.009424785,5.49,-0.01256638,5.49,-0.09424785,5.49,0.0628319,5.49,-0.001570798,5.49,-0.009424785,5.49,-0.003141595,5.49,0.017278773,5.49,0.108385028,5.49,-0.13823018,5.49,-0.235619625
5.5,0.014137178,5.5,0.133517788,5.5,0.073827483,5.5,-0.003141595,5.5,0.001570798,5.5,0.020420368,5.5,0.040840735,5.5,0.089535458,5.5,-0.18221251,5.5,0.061261103,5.5,0.014137178,5.5,-0.01256638,5.5,-0.009424785,5.5,-0.091106255,5.5,0.059690305,5.5,-0.001570798,5.5,-0.00628319,5.5,-0.007853988,5.5,0.02513276,5.5,0.108385028,5.5,-0.133517788,5.5,-0.23247803
5.51,0.017278773,5.51,0.128805395,5.51,0.072256685,5.51,-0.004712393,5.51,0.001570798,5.51,0.026703558,5.51,0.04398233,5.51,0.086393863,5.51,-0.177500118,5.51,0.059690305,5.51,0.009424785,5.51,-0.015707975,5.51,-0.007853988,5.51,-0.08796466,5.51,0.05654871,5.51,-0.003141595,5.51,-0.00628319,5.51,-0.01256638,5.51,0.03141595,5.51,0.10681423,5.51,-0.128805395,5.51,-0.227765638
5.52,0.020420368,5.52,0.1256638,5.52,0.070685888,5.52,-0.007853988,5.52,-3.51E-17,5.52,0.03141595,5.52,0.048694723,5.52,0.083252268,5.52,-0.171216928,5.52,0.058119508,5.52,0.00628319,5.52,-0.01884957,5.52,-0.004712393,5.52,-0.086393863,5.52,0.053407115,5.52,-0.004712393,5.52,-0.004712393,5.52,-0.017278773,5.52,0.03769914,5.52,0.105243433,5.52,-0.122522205,5.52,-0.224624043
5.53,0.023561963,5.53,0.120951408,5.53,0.06911509,5.53,-0.009424785,5.53,-3.51E-17,5.53,0.03769914,5.53,0.053407115,5.53,0.080110673,5.53,-0.164933738,5.53,0.05654871,5.53,0.003141595,5.53,-0.023561963,5.53,-0.003141595,5.53,-0.083252268,5.53,0.05026552,5.53,-0.00628319,5.53,-0.003141595,5.53,-0.021991165,5.53,0.04398233,5.53,0.105243433,5.53,-0.117809813,5.53,-0.21991165
5.54,0.026703558,5.54,0.116239015,5.54,0.067544293,5.54,-0.010995583,5.54,-3.51E-17,5.54,0.042411533,5.54,0.05654871,5.54,0.076969078,5.54,-0.158650548,5.54,0.054977913,5.54,1.13E-17,5.54,-0.026703558,5.54,-0.001570798,5.54,-0.080110673,5.54,0.047123925,5.54,-0.007853988,5.54,-0.003141595,5.54,-0.026703558,5.54,0.048694723,5.54,0.103672635,5.54,-0.11309742,5.54,-0.215199258
5.55,0.029845153,5.55,0.11309742,5.55,0.065973495,5.55,-0.01256638,5.55,-0.001570798,5.55,0.048694723,5.55,0.061261103,5.55,0.072256685,5.55,-0.153938155,5.55,0.053407115,5.55,-0.003141595,5.55,-0.03141595,5.55,-1.43E-17,5.55,-0.076969078,5.55,0.04398233,5.55,-0.009424785,5.55,-0.003141595,5.55,-0.032986748,5.55,0.054977913,5.55,0.102101838,5.55,-0.108385028,5.55,-0.210486865
5.56,0.032986748,5.56,0.108385028,5.56,0.0628319,5.56,-0.014137178,5.56,-0.003141595,5.56,0.053407115,5.56,0.065973495,5.56,0.06911509,5.56,-0.147654965,5.56,0.05026552,5.56,-0.004712393,5.56,-0.036128343,5.56,0.001570798,5.56,-0.073827483,5.56,0.040840735,5.56,-0.010995583,5.56,-0.003141595,5.56,-0.039269938,5.56,0.061261103,5.56,0.10053104,5.56,-0.103672635,5.56,-0.205774473
5.57,0.036128343,5.57,0.103672635,5.57,0.061261103,5.57,-0.015707975,5.57,-0.004712393,5.57,0.059690305,5.57,0.070685888,5.57,0.065973495,5.57,-0.141371775,5.57,0.048694723,5.57,-0.007853988,5.57,-0.040840735,5.57,0.001570798,5.57,-0.072256685,5.57,0.03769914,5.57,-0.014137178,5.57,-0.003141595,5.57,-0.04398233,5.57,0.065973495,5.57,0.097389445,5.57,-0.098960243,5.57,-0.20106208
5.58,0.039269938,5.58,0.098960243,5.58,0.059690305,5.58,-0.015707975,5.58,-0.00628319,5.58,0.064402698,5.58,0.07539828,5.58,0.061261103,5.58,-0.135088585,5.58,0.045553128,5.58,-0.009424785,5.58,-0.045553128,5.58,0.003141595,5.58,-0.06911509,5.58,0.034557545,5.58,-0.015707975,5.58,-0.003141595,5.58,-0.05026552,5.58,0.072256685,5.58,0.095818648,5.58,-0.092677053,5.58,-0.196349688
5.59,0.042411533,5.59,0.095818648,5.59,0.05654871,5.59,-0.017278773,5.59,-0.007853988,5.59,0.070685888,5.59,0.080110673,5.59,0.058119508,5.59,-0.127234598,5.59,0.042411533,5.59,-0.010995583,5.59,-0.051836318,5.59,0.003141595,5.59,-0.065973495,5.59,0.03141595,5.59,-0.01884957,5.59,-0.004712393,5.59,-0.05654871,5.59,0.076969078,5.59,0.09424785,5.59,-0.08796466,5.59,-0.191637295
5.6,0.045553128,5.6,0.091106255,5.6,0.054977913,5.6,-0.017278773,5.6,-0.010995583,5.6,0.076969078,5.6,0.084823065,5.6,0.053407115,5.6,-0.120951408,5.6,0.039269938,5.6,-0.01256638,5.6,-0.05654871,5.6,0.003141595,5.6,-0.0628319,5.6,0.028274355,5.6,-0.021991165,5.6,-0.004712393,5.6,-0.0628319,5.6,0.08168147,5.6,0.092677053,5.6,-0.083252268,5.6,-0.185354105
5.61,0.048694723,5.61,0.086393863,5.61,0.053407115,5.61,-0.017278773,5.61,-0.01256638,5.61,0.083252268,5.61,0.089535458,5.61,0.048694723,5.61,-0.114668218,5.61,0.036128343,5.61,-0.01256638,5.61,-0.0628319,5.61,0.003141595,5.61,-0.059690305,5.61,0.02513276,5.61,-0.02513276,5.61,-0.00628319,5.61,-0.06911509,5.61,0.086393863,5.61,0.089535458,5.61,-0.078539875,5.61,-0.180641713
5.62,0.051836318,5.62,0.08168147,5.62,0.05026552,5.62,-0.01884957,5.62,-0.015707975,5.62,0.08796466,5.62,0.09424785,5.62,0.045553128,5.62,-0.108385028,5.62,0.03141595,5.62,-0.014137178,5.62,-0.06911509,5.62,0.003141595,5.62,-0.05654871,5.62,0.021991165,5.62,-0.028274355,5.62,-0.007853988,5.62,-0.07539828,5.62,0.089535458,5.62,0.086393863,5.62,-0.073827483,5.62,-0.17592932
5.63,0.053407115,5.63,0.078539875,5.63,0.048694723,5.63,-0.01884957,5.63,-0.01884957,5.63,0.09424785,5.63,0.098960243,5.63,0.040840735,5.63,-0.102101838,5.63,0.028274355,5.63,-0.014137178,5.63,-0.073827483,5.63,0.003141595,5.63,-0.053407115,5.63,0.01884957,5.63,-0.03141595,5.63,-0.009424785,5.63,-0.08168147,5.63,0.09424785,5.63,0.084823065,5.63,-0.06911509,5.63,-0.16964613
5.64,0.05654871,5.64,0.073827483,5.64,0.045553128,5.64,-0.01884957,5.64,-0.021991165,5.64,0.10053104,5.64,0.103672635,5.64,0.03769914,5.64,-0.095818648,5.64,0.02513276,5.64,-0.014137178,5.64,-0.080110673,5.64,0.001570798,5.64,-0.051836318,5.64,0.015707975,5.64,-0.036128343,5.64,-0.010995583,5.64,-0.08796466,5.64,0.097389445,5.64,0.08168147,5.64,-0.064402698,5.64,-0.164933738
5.65,0.058119508,5.65,0.070685888,5.65,0.04398233,5.65,-0.017278773,5.65,-0.02513276,5.65,0.105243433,5.65,0.109955825,5.65,0.032986748,5.65,-0.089535458,5.65,0.020420368,5.65,-0.014137178,5.65,-0.086393863,5.65,-1.43E-17,5.65,-0.048694723,5.65,0.01256638,5.65,-0.039269938,5.65,-0.014137178,5.65,-0.09424785,5.65,0.10053104,5.65,0.078539875,5.65,-0.061261103,5.65,-0.158650548
5.66,0.061261103,5.66,0.065973495,5.66,0.042411533,5.66,-0.017278773,5.66,-0.028274355,5.66,0.111526623,5.66,0.114668218,5.66,0.029845153,5.66,-0.083252268,5.66,0.015707975,5.66,-0.01256638,5.66,-0.092677053,5.66,-0.001570798,5.66,-0.045553128,5.66,0.010995583,5.66,-0.042411533,5.66,-0.017278773,5.66,-0.10053104,5.66,0.103672635,5.66,0.07539828,5.66,-0.05654871,5.66,-0.153938155
5.67,0.0628319,5.67,0.061261103,5.67,0.039269938,5.67,-0.015707975,5.67,-0.03141595,5.67,0.116239015,5.67,0.11938061,5.67,0.02513276,5.67,-0.078539875,5.67,0.010995583,5.67,-0.01256638,5.67,-0.098960243,5.67,-0.003141595,5.67,-0.042411533,5.67,0.007853988,5.67,-0.047123925,5.67,-0.01884957,5.67,-0.10681423,5.67,0.10681423,5.67,0.072256685,5.67,-0.051836318,5.67,-0.147654965
5.68,0.065973495,5.68,0.058119508,5.68,0.03769914,5.68,-0.015707975,5.68,-0.036128343,5.68,0.122522205,5.68,0.124093003,5.68,0.021991165,5.68,-0.072256685,5.68,0.007853988,5.68,-0.010995583,5.68,-0.105243433,5.68,-0.004712393,5.68,-0.039269938,5.68,0.004712393,5.68,-0.05026552,5.68,-0.021991165,5.68,-0.11309742,5.68,0.109955825,5.68,0.06911509,5.68,-0.048694723,5.68,-0.142942573
5.69,0.067544293,5.69,0.054977913,5.69,0.034557545,5.69,-0.014137178,5.69,-0.039269938,5.69,0.127234598,5.69,0.128805395,5.69,0.017278773,5.69,-0.065973495,5.69,0.003141595,5.69,-0.009424785,5.69,-0.111526623,5.69,-0.00628319,5.69,-0.036128343,5.69,0.003141595,5.69,-0.054977913,5.69,-0.02513276,5.69,-0.11938061,5.69,0.111526623,5.69,0.065973495,5.69,-0.04398233,5.69,-0.136659383
5.7,0.06911509,5.7,0.05026552,5.7,0.032986748,5.7,-0.01256638,5.7,-0.04398233,5.7,0.13194699,5.7,0.133517788,5.7,0.014137178,5.7,-0.061261103,5.7,-0.001570798,5.7,-0.007853988,5.7,-0.117809813,5.7,-0.009424785,5.7,-0.032986748,5.7,2.13E-17,5.7,-0.059690305,5.7,-0.028274355,5.7,-0.1256638,5.7,0.11309742,5.7,0.0628319,5.7,-0.039269938,5.7,-0.13194699
5.71,0.070685888,5.71,0.047123925,5.71,0.029845153,5.71,-0.010995583,5.71,-0.048694723,5.71,0.13823018,5.71,0.13823018,5.71,0.009424785,5.71,-0.054977913,5.71,-0.00628319,5.71,-0.004712393,5.71,-0.124093003,5.71,-0.010995583,5.71,-0.03141595,5.71,-0.003141595,5.71,-0.064402698,5.71,-0.032986748,5.71,-0.130376193,5.71,0.114668218,5.71,0.059690305,5.71,-0.036128343,5.71,-0.1256638
5.72,0.072256685,5.72,0.042411533,5.72,0.028274355,5.72,-0.009424785,5.72,-0.053407115,5.72,0.142942573,5.72,0.142942573,5.72,0.00628319,5.72,-0.05026552,5.72,-0.010995583,5.72,-0.003141595,5.72,-0.130376193,5.72,-0.014137178,5.72,-0.028274355,5.72,-0.004712393,5.72,-0.067544293,5.72,-0.036128343,5.72,-0.136659383,5.72,0.114668218,5.72,0.05654871,5.72,-0.032986748,5.72,-0.120951408
5.73,0.073827483,5.73,0.039269938,5.73,0.02513276,5.73,-0.007853988,5.73,-0.058119508,5.73,0.147654965,5.73,0.147654965,5.73,0.003141595,5.73,-0.045553128,5.73,-0.017278773,5.73,1.17E-17,5.73,-0.136659383,5.73,-0.017278773,5.73,-0.02513276,5.73,-0.00628319,5.73,-0.072256685,5.73,-0.040840735,5.73,-0.141371775,5.73,0.116239015,5.73,0.053407115,5.73,-0.028274355,5.73,-0.114668218
5.74,0.07539828,5.74,0.036128343,5.74,0.023561963,5.74,-0.00628319,5.74,-0.0628319,5.74,0.152367358,5.74,0.152367358,5.74,1.82E-17,5.74,-0.040840735,5.74,-0.021991165,5.74,0.003141595,5.74,-0.142942573,5.74,-0.020420368,5.74,-0.021991165,5.74,-0.009424785,5.74,-0.076969078,5.74,-0.04398233,5.74,-0.147654965,5.74,0.116239015,5.74,0.05026552,5.74,-0.02513276,5.74,-0.109955825
5.75,0.076969078,5.75,0.032986748,5.75,0.020420368,5.75,-0.003141595,5.75,-0.067544293,5.75,0.15707975,5.75,0.15707975,5.75,-0.004712393,5.75,-0.036128343,5.75,-0.026703558,5.75,0.00628319,5.75,-0.149225763,5.75,-0.023561963,5.75,-0.020420368,5.75,-0.010995583,5.75,-0.08168147,5.75,-0.048694723,5.75,-0.152367358,5.75,0.116239015,5.75,0.045553128,5.75,-0.021991165,5.75,-0.103672635
5.76,0.076969078,5.76,0.029845153,5.76,0.01884957,5.76,-0.001570798,5.76,-0.072256685,5.76,0.161792143,5.76,0.160221345,5.76,-0.007853988,5.76,-0.03141595,5.76,-0.03141595,5.76,0.009424785,5.76,-0.155508953,5.76,-0.028274355,5.76,-0.017278773,5.76,-0.01256638,5.76,-0.084823065,5.76,-0.053407115,5.76,-0.15707975,5.76,0.114668218,5.76,0.042411533,5.76,-0.01884957,5.76,-0.098960243
5.77,0.078539875,5.77,0.026703558,5.77,0.017278773,5.77,0.001570798,5.77,-0.078539875,5.77,0.164933738,5.77,0.164933738,5.77,-0.010995583,5.77,-0.026703558,5.77,-0.036128343,5.77,0.01256638,5.77,-0.160221345,5.77,-0.03141595,5.77,-0.015707975,5.77,-0.014137178,5.77,-0.089535458,5.77,-0.058119508,5.77,-0.161792143,5.77,0.114668218,5.77,0.039269938,5.77,-0.015707975,5.77,-0.092677053
5.78,0.078539875,5.78,0.023561963,5.78,0.014137178,5.78,0.004712393,5.78,-0.083252268,5.78,0.16964613,5.78,0.16964613,5.78,-0.014137178,5.78,-0.023561963,5.78,-0.040840735,5.78,0.017278773,5.78,-0.166504535,5.78,-0.036128343,5.78,-0.01256638,5.78,-0.015707975,5.78,-0.09424785,5.78,-0.0628319,5.78,-0.166504535,5.78,0.11309742,5.78,0.034557545,5.78,-0.014137178,5.78,-0.08796466
5.79,0.080110673,5.79,0.021991165,5.79,0.01256638,5.79,0.007853988,5.79,-0.08796466,5.79,0.172787725,5.79,0.172787725,5.79,-0.015707975,5.79,-0.020420368,5.79,-0.045553128,5.79,0.020420368,5.79,-0.171216928,5.79,-0.039269938,5.79,-0.010995583,5.79,-0.01884957,5.79,-0.097389445,5.79,-0.067544293,5.79,-0.171216928,5.79,0.111526623,5.79,0.03141595,5.79,-0.010995583,5.79,-0.083252268
5.8,0.080110673,5.8,0.01884957,5.8,0.010995583,5.8,0.010995583,5.8,-0.09424785,5.8,0.17592932,5.8,0.177500118,5.8,-0.01884957,5.8,-0.017278773,5.8,-0.051836318,5.8,0.02513276,5.8,-0.177500118,5.8,-0.04398233,5.8,-0.007853988,5.8,-0.01884957,5.8,-0.102101838,5.8,-0.072256685,5.8,-0.174358523,5.8,0.109955825,5.8,0.028274355,5.8,-0.009424785,5.8,-0.078539875
5.81,0.080110673,5.81,0.015707975,5.81,0.007853988,5.81,0.014137178,5.81,-0.098960243,5.81,0.179070915,5.81,0.180641713,5.81,-0.021991165,5.81,-0.014137178,5.81,-0.05654871,5.81,0.029845153,5.81,-0.18221251,5.81,-0.047123925,5.81,-0.00628319,5.81,-0.020420368,5.81,-0.10681423,5.81,-0.076969078,5.81,-0.177500118,5.81,0.10681423,5.81,0.023561963,5.81,-0.00628319,5.81,-0.072256685
5.82,0.08168147,5.82,0.014137178,5.82,0.00628319,5.82,0.017278773,5.82,-0.105243433,5.82,0.18221251,5.82,0.183783308,5.82,-0.023561963,5.82,-0.010995583,5.82,-0.061261103,5.82,0.034557545,5.82,-0.186924903,5.82,-0.051836318,5.82,-0.003141595,5.82,-0.021991165,5.82,-0.109955825,5.82,-0.08168147,5.82,-0.180641713,5.82,0.103672635,5.82,0.020420368,5.82,-0.004712393,5.82,-0.067544293
5.83,0.08168147,5.83,0.01256638,5.83,0.004712393,5.83,0.020420368,5.83,-0.111526623,5.83,0.185354105,5.83,0.186924903,5.83,-0.026703558,5.83,-0.009424785,5.83,-0.064402698,5.83,0.039269938,5.83,-0.191637295,5.83,-0.05654871,5.83,-0.001570798,5.83,-0.023561963,5.83,-0.114668218,5.83,-0.086393863,5.83,-0.183783308,5.83,0.10053104,5.83,0.015707975,5.83,-0.003141595,5.83,-0.0628319
5.84,0.08168147,5.84,0.009424785,5.84,0.003141595,5.84,0.023561963,5.84,-0.116239015,5.84,0.186924903,5.84,0.190066498,5.84,-0.028274355,5.84,-0.007853988,5.84,-0.06911509,5.84,0.04398233,5.84,-0.196349688,5.84,-0.061261103,5.84,-2.52E-17,5.84,-0.023561963,5.84,-0.117809813,5.84,-0.091106255,5.84,-0.186924903,5.84,0.097389445,5.84,0.01256638,5.84,-0.001570798,5.84,-0.058119508
5.85,0.08168147,5.85,0.007853988,5.85,0.001570798,5.85,0.028274355,5.85,-0.122522205,5.85,0.190066498,5.85,0.193208093,5.85,-0.029845153,5.85,-0.004712393,5.85,-0.073827483,5.85,0.05026552,5.85,-0.199491283,5.85,-0.065973495,5.85,0.001570798,5.85,-0.02513276,5.85,-0.120951408,5.85,-0.095818648,5.85,-0.190066498,5.85,0.09424785,5.85,0.009424785,5.85,6.51E-18,5.85,-0.053407115
5.86,0.080110673,5.86,0.00628319,5.86,-0.001570798,5.86,0.03141595,5.86,-0.127234598,5.86,0.191637295,5.86,0.196349688,5.86,-0.03141595,5.86,-0.004712393,5.86,-0.078539875,5.86,0.054977913,5.86,-0.204203675,5.86,-0.070685888,5.86,0.004712393,5.86,-0.02513276,5.86,-0.1256638,5.86,-0.10053104,5.86,-0.191637295,5.86,0.089535458,5.86,0.004712393,5.86,0.001570798,5.86,-0.05026552
5.87,0.080110673,5.87,0.004712393,5.87,-0.003141595,5.87,0.036128343,5.87,-0.133517788,5.87,0.193208093,5.87,0.199491283,5.87,-0.032986748,5.87,-0.003141595,5.87,-0.08168147,5.87,0.059690305,5.87,-0.20734527,5.87,-0.07539828,5.87,0.00628319,5.87,-0.026703558,5.87,-0.128805395,5.87,-0.10681423,5.87,-0.193208093,5.87,0.086393863,5.87,0.001570798,5.87,0.003141595,5.87,-0.045553128
5.88,0.080110673,5.88,0.004712393,5.88,-0.004712393,5.88,0.039269938,5.88,-0.139800978,5.88,0.19477889,5.88,0.20106208,5.88,-0.034557545,5.88,-0.003141595,5.88,-0.086393863,5.88,0.065973495,5.88,-0.210486865,5.88,-0.080110673,5.88,0.007853988,5.88,-0.026703558,5.88,-0.13194699,5.88,-0.111526623,5.88,-0.19477889,5.88,0.08168147,5.88,-0.001570798,5.88,0.003141595,5.88,-0.040840735
5.89,0.078539875,5.89,0.003141595,5.89,-0.00628319,5.89,0.04398233,5.89,-0.14451337,5.89,0.196349688,5.89,0.202632878,5.89,-0.036128343,5.89,-0.001570798,5.89,-0.089535458,5.89,0.070685888,5.89,-0.212057663,5.89,-0.084823065,5.89,0.009424785,5.89,-0.026703558,5.89,-0.135088585,5.89,-0.116239015,5.89,-0.19477889,5.89,0.076969078,5.89,-0.00628319,5.89,0.003141595,5.89,-0.03769914
5.9,0.076969078,5.9,0.001570798,5.9,-0.007853988,5.9,0.047123925,5.9,-0.15079656,5.9,0.197920485,5.9,0.205774473,5.9,-0.036128343,5.9,-0.001570798,5.9,-0.09424785,5.9,0.076969078,5.9,-0.215199258,5.9,-0.089535458,5.9,0.009424785,5.9,-0.026703558,5.9,-0.13823018,5.9,-0.120951408,5.9,-0.196349688,5.9,0.070685888,5.9,-0.009424785,5.9,0.004712393,5.9,-0.032986748
5.91,0.076969078,5.91,0.001570798,5.91,-0.007853988,5.91,0.051836318,5.91,-0.155508953,5.91,0.197920485,5.91,0.20734527,5.91,-0.03769914,5.91,-0.001570798,5.91,-0.097389445,5.91,0.08168147,5.91,-0.216770055,5.91,-0.09424785,5.91,0.010995583,5.91,-0.026703558,5.91,-0.139800978,5.91,-0.1256638,5.91,-0.196349688,5.91,0.065973495,5.91,-0.01256638,5.91,0.004712393,5.91,-0.029845153
